id_pagamento,id_pedido,valor_pago,data_pagamento,metodo_pagamento
8265,7101,1963.55,2023-06-04,Cartão de Crédito
8266,8404,546.22,2023-05-19,Pix
8267,1660,1694.49,2023-09-11,Boleto
8268,8948,1371.18,2021-12-27,Boleto
8269,1826,579.11,2022-02-08,Cartão de Crédito
8270,7750,1102.81,2022-08-17,Pix
8271,1889,1753.64,2022-02-05,Cartão de Crédito
8272,6696,547.43,2023-07-16,Cartão de Débito
8273,5091,831.91,2023-08-24,Pix
8274,9472,146.31,2021-12-14,Cartão de Débito
8275,338,1954.63,2023-08-01,Cartão de Crédito
8276,7236,697.4,2022-09-21,Pix
8277,1259,1377.39,2024-07-02,Cartão de Crédito
8278,2444,598.04,2022-06-05,Cartão de Débito
8279,1382,422.51,2024-01-23,Boleto
8280,3258,1507.22,2024-10-10,Cartão de Crédito
8281,7126,1498.5,2024-07-17,Boleto
8282,5287,1587.44,2023-09-10,Cartão de Débito
8283,8804,1574.69,2024-01-27,Pix
8284,8247,410.65,2024-05-05,Pix
8285,4800,1689.7,2023-05-09,Cartão de Débito
8286,6684,266.62,2023-04-30,Boleto
8287,5603,354.74,2024-11-29,Pix
8288,6292,1390.72,2022-03-26,Cartão de Débito
8289,6797,1037.94,2024-10-14,Cartão de Débito
8290,2405,1523.47,2024-02-14,Cartão de Débito
8291,2465,552.21,2023-04-17,Pix
8292,2345,275.82,2023-05-08,Boleto
8293,9871,1527.08,2023-09-19,Cartão de Débito
8294,6665,1211.02,2024-02-08,Cartão de Débito
8295,4530,1210.45,2022-02-28,Cartão de Débito
8296,4655,568.62,2024-06-16,Boleto
8297,4811,345.14,2023-09-05,Cartão de Débito
8298,1764,1462.81,2022-10-01,Boleto
8299,3587,365.82,2022-08-25,Boleto
8300,1148,302.68,2023-12-01,Pix
8301,1622,966.44,2022-09-20,Cartão de Crédito
8302,3071,1945.24,2021-12-27,Cartão de Débito
8303,918,487.91,2022-09-24,Cartão de Débito
8304,1521,1237.68,2022-04-22,Cartão de Crédito
8305,8739,426.69,2022-07-30,Boleto
8306,6014,355.85,2022-11-24,Cartão de Débito
8307,4338,1658.6,2022-10-26,Boleto
8308,8052,1948.67,2024-01-01,Pix
8309,613,266.53,2023-03-20,Cartão de Crédito
8310,2342,1884.84,2022-01-19,Pix
8311,8115,854.97,2023-09-15,Boleto
8312,9360,82.73,2024-02-25,Cartão de Débito
8313,4827,1529.34,2023-12-03,Boleto
8314,3253,623.1,2022-08-19,Cartão de Crédito
8315,8858,1132.0,2023-11-04,Boleto
8316,2760,1102.93,2022-06-07,Cartão de Crédito
8317,9494,644.7,2021-12-18,Cartão de Débito
8318,8772,218.34,2024-03-27,Pix
8319,2781,1421.83,2023-04-23,Cartão de Débito
8320,4982,1891.28,2024-02-16,Pix
8321,3748,880.05,2022-08-15,Pix
8322,7262,825.11,2023-02-20,Boleto
8323,7553,423.5,2024-09-23,Cartão de Crédito
8324,6991,1168.75,2023-09-15,Pix
8325,2345,869.83,2022-04-23,Boleto
8326,5825,155.52,2023-06-29,Boleto
8327,400,858.99,2024-01-04,Cartão de Crédito
8328,1533,1959.63,2024-02-09,Cartão de Débito
8329,3450,775.69,2024-03-20,Pix
8330,5499,1834.73,2021-12-09,Pix
8331,3246,760.39,2024-04-12,Pix
8332,9461,1562.93,2023-06-09,Cartão de Débito
8333,4294,1685.22,2022-05-13,Boleto
8334,2188,258.17,2024-10-21,Cartão de Débito
8335,5698,849.24,2024-09-14,Pix
8336,6842,1857.14,2022-09-05,Cartão de Crédito
8337,5101,1942.03,2021-12-08,Cartão de Débito
8338,1210,988.22,2022-09-28,Cartão de Débito
8339,8088,1460.2,2022-06-14,Cartão de Débito
8340,816,1311.55,2022-11-15,Cartão de Débito
8341,6791,991.15,2023-11-03,Boleto
8342,6018,837.25,2022-12-08,Cartão de Crédito
8343,1691,1315.58,2023-11-30,Pix
8344,3827,757.3,2022-12-25,Pix
8345,4336,1861.62,2023-07-04,Cartão de Débito
8346,9370,719.57,2023-12-02,Cartão de Débito
8347,5101,579.36,2024-07-28,Boleto
8348,8747,1558.19,2024-02-09,Cartão de Crédito
8349,4914,1939.25,2022-07-16,Cartão de Débito
8350,2888,179.41,2023-04-01,Cartão de Débito
8351,6586,687.7,2023-09-11,Pix
8352,9877,1917.03,2024-01-21,Boleto
8353,1111,673.65,2024-08-13,Pix
8354,4729,1681.21,2022-11-04,Cartão de Crédito
8355,1418,1150.74,2024-10-04,Cartão de Débito
8356,4472,1847.77,2022-10-03,Boleto
8357,9025,238.82,2022-09-11,Cartão de Débito
8358,1631,603.71,2022-12-25,Cartão de Crédito
8359,8090,1843.3,2021-12-17,Pix
8360,1365,1774.42,2023-12-29,Boleto
8361,9278,103.9,2021-12-10,Pix
8362,2222,1242.02,2023-05-04,Cartão de Débito
8363,1237,510.02,2022-07-31,Cartão de Débito
8364,1740,371.75,2022-02-04,Boleto
8365,5522,465.87,2023-05-21,Cartão de Débito
8366,434,1280.14,2022-02-07,Boleto
8367,7928,774.5,2022-05-30,Cartão de Crédito
8368,1169,1881.71,2023-12-27,Boleto
8369,6140,495.72,2024-10-24,Pix
8370,4770,1428.42,2022-07-13,Cartão de Débito
8371,7174,1119.65,2024-11-13,Boleto
8372,7807,1923.31,2022-05-24,Pix
8373,9365,1635.86,2023-08-26,Cartão de Crédito
8374,231,681.78,2022-01-08,Boleto
8375,6640,1849.57,2022-01-30,Boleto
8376,3867,1511.14,2022-12-01,Pix
8377,872,1970.38,2021-12-04,Cartão de Débito
8378,473,110.17,2024-11-16,Pix
8379,6895,1106.06,2023-10-16,Pix
8380,8739,133.01,2023-06-09,Cartão de Crédito
8381,262,245.26,2024-02-11,Cartão de Débito
8382,6727,1117.07,2022-07-02,Pix
8383,844,622.83,2023-02-28,Cartão de Débito
8384,9267,1328.03,2022-08-25,Boleto
8385,6738,1600.4,2022-03-23,Cartão de Débito
8386,6883,1772.49,2024-10-08,Cartão de Crédito
8387,7503,201.14,2023-11-11,Pix
8388,7822,1032.99,2024-09-25,Cartão de Débito
8389,5353,1552.27,2024-03-27,Cartão de Crédito
8390,8893,224.83,2023-02-25,Boleto
8391,2566,1133.7,2022-07-04,Boleto
8392,2454,933.03,2022-09-16,Pix
8393,3622,1368.84,2023-09-05,Cartão de Crédito
8394,3900,466.51,2024-02-26,Pix
8395,9541,314.99,2022-04-09,Pix
8396,1277,1695.04,2023-03-24,Cartão de Crédito
8397,7086,1537.19,2024-07-07,Boleto
8398,8994,37.73,2023-09-03,Cartão de Débito
8399,9820,327.52,2023-10-02,Cartão de Débito
8400,6256,442.19,2023-08-30,Cartão de Crédito
8401,2674,1509.7,2023-02-02,Cartão de Débito
8402,3017,1033.28,2024-07-01,Pix
8403,1279,1143.91,2023-05-05,Cartão de Crédito
8404,9574,1043.4,2022-01-18,Cartão de Crédito
8405,1761,1092.57,2024-07-19,Cartão de Crédito
8406,2662,245.79,2024-05-25,Pix
8407,7477,1285.65,2024-10-17,Cartão de Crédito
8408,5247,1926.57,2022-12-30,Pix
8409,9338,113.36,2023-06-16,Boleto
8410,8471,806.35,2024-07-23,Cartão de Crédito
8411,1758,1403.76,2023-05-17,Pix
8412,3912,1976.2,2022-01-21,Boleto
8413,6785,299.02,2023-07-02,Cartão de Débito
8414,8188,274.6,2023-06-17,Pix
8415,9425,1713.18,2022-05-20,Cartão de Crédito
8416,9236,955.92,2023-07-16,Cartão de Débito
8417,3513,1871.46,2022-02-02,Pix
8418,3111,30.54,2024-07-24,Cartão de Débito
8419,9882,205.32,2023-08-11,Cartão de Crédito
8420,7109,1532.57,2024-10-31,Pix
8421,4240,1072.16,2021-12-17,Cartão de Crédito
8422,7160,1223.53,2021-12-07,Boleto
8423,1187,934.38,2023-10-20,Boleto
8424,5357,1787.93,2023-09-05,Cartão de Débito
8425,9543,1630.47,2024-10-14,Boleto
8426,6324,327.04,2022-10-15,Pix
8427,4982,274.81,2024-10-07,Cartão de Crédito
8428,5413,1396.9,2022-03-08,Boleto
8429,8296,993.61,2022-05-13,Pix
8430,5803,1064.01,2022-03-20,Pix
8431,2250,1042.72,2023-06-28,Cartão de Crédito
8432,792,450.0,2022-03-05,Boleto
8433,630,858.41,2021-12-18,Cartão de Crédito
8434,6819,460.3,2021-12-03,Cartão de Crédito
8435,2145,1668.99,2022-09-01,Cartão de Débito
8436,2123,956.39,2022-05-14,Boleto
8437,4001,1487.49,2023-06-01,Pix
8438,3343,1961.21,2024-09-26,Cartão de Débito
8439,2713,39.4,2022-07-20,Cartão de Débito
8440,5094,1620.51,2022-07-31,Cartão de Débito
8441,4095,1578.4,2023-04-06,Cartão de Débito
8442,7535,1409.21,2022-12-02,Cartão de Débito
8443,4852,734.9,2024-06-15,Boleto
8444,1456,469.67,2022-07-08,Cartão de Débito
8445,4846,1919.5,2021-12-18,Boleto
8446,2010,584.81,2022-11-03,Cartão de Débito
8447,343,1522.27,2024-06-16,Boleto
8448,5001,1418.17,2023-05-20,Pix
8449,371,490.41,2023-09-14,Cartão de Crédito
8450,7374,1140.46,2023-02-04,Cartão de Débito
8451,7843,50.53,2022-02-28,Cartão de Crédito
8452,4079,960.77,2023-08-09,Pix
8453,9133,1168.1,2023-03-04,Boleto
8454,3339,801.14,2024-08-14,Pix
8455,2781,27.42,2022-09-29,Cartão de Débito
8456,4682,1832.56,2022-01-13,Cartão de Débito
8457,9587,1134.36,2023-10-05,Pix
8458,6678,273.35,2023-05-08,Boleto
8459,6198,593.01,2022-10-23,Pix
8460,570,1050.33,2023-12-04,Cartão de Crédito
8461,3024,1398.51,2022-08-04,Boleto
8462,1186,1350.36,2022-06-07,Boleto
8463,4106,955.73,2023-10-09,Cartão de Débito
8464,5326,1748.14,2022-05-08,Cartão de Crédito
8465,7991,1603.41,2023-01-16,Boleto
8466,1844,1203.26,2024-02-14,Cartão de Débito
8467,610,1309.64,2022-08-27,Cartão de Débito
8468,7025,163.36,2024-10-01,Pix
8469,1400,796.64,2024-03-19,Pix
8470,5687,1678.33,2024-04-28,Boleto
8471,5333,604.12,2022-08-02,Pix
8472,5213,1978.0,2024-10-04,Cartão de Débito
8473,978,1068.11,2023-03-10,Boleto
8474,940,1615.1,2022-03-08,Cartão de Crédito
8475,4913,1365.81,2024-11-20,Cartão de Débito
8476,901,527.51,2023-08-03,Cartão de Débito
8477,5937,1672.66,2024-06-18,Boleto
8478,968,1011.77,2023-04-01,Boleto
8479,5773,1661.91,2022-11-09,Cartão de Crédito
8480,5247,1064.31,2024-08-04,Pix
8481,9117,1999.36,2022-01-10,Cartão de Débito
8482,5959,1504.21,2024-06-26,Cartão de Débito
8483,782,1353.39,2024-07-03,Boleto
8484,6999,634.54,2023-06-16,Cartão de Crédito
8485,7638,34.1,2022-06-30,Cartão de Débito
8486,9397,825.65,2024-06-21,Boleto
8487,3895,993.4,2022-06-25,Pix
8488,9117,1309.95,2024-06-18,Boleto
8489,9243,1514.68,2024-09-07,Pix
8490,9050,1098.38,2024-11-08,Cartão de Crédito
8491,7,1105.9,2023-12-20,Cartão de Crédito
8492,5318,644.29,2023-05-14,Boleto
8493,7005,1219.16,2022-09-30,Cartão de Crédito
8494,4594,1473.47,2023-03-06,Pix
8495,2567,1412.78,2022-02-21,Boleto
8496,190,298.78,2022-11-30,Pix
8497,651,1473.68,2024-11-05,Pix
8498,1831,182.01,2023-09-27,Cartão de Débito
8499,2443,1814.48,2024-03-28,Pix
8500,151,808.11,2022-02-20,Boleto
8501,2077,1991.31,2022-11-06,Boleto
8502,3945,702.97,2024-10-11,Cartão de Crédito
8503,8480,1630.93,2023-03-06,Boleto
8504,7860,303.68,2024-02-18,Cartão de Crédito
8505,6408,1753.87,2024-09-13,Boleto
8506,5565,1494.94,2024-08-02,Cartão de Crédito
8507,106,320.13,2024-06-15,Cartão de Débito
8508,3502,1809.71,2023-12-30,Cartão de Crédito
8509,4492,1062.33,2024-04-04,Cartão de Crédito
8510,1748,425.03,2023-05-09,Boleto
8511,550,337.0,2022-12-19,Cartão de Crédito
8512,5925,1106.42,2022-12-11,Boleto
8513,5265,842.72,2024-09-01,Pix
8514,790,1236.49,2024-04-08,Boleto
8515,9673,1344.76,2023-05-04,Cartão de Crédito
8516,7932,193.8,2022-10-16,Boleto
8517,3991,1377.96,2023-01-26,Boleto
8518,2512,1488.84,2022-10-06,Cartão de Débito
8519,1044,119.22,2024-06-24,Cartão de Débito
8520,9035,1166.12,2023-10-09,Cartão de Débito
8521,3825,1371.62,2022-07-14,Pix
8522,5708,1366.38,2022-03-30,Boleto
8523,3508,1696.57,2022-03-19,Cartão de Débito
8524,9493,824.54,2024-08-27,Cartão de Crédito
8525,2822,516.3,2022-07-12,Cartão de Crédito
8526,7639,724.65,2024-05-17,Boleto
8527,365,1809.54,2023-02-25,Pix
8528,9095,856.4,2023-08-03,Cartão de Crédito
8529,9718,1706.61,2022-04-20,Pix
8530,4023,1765.76,2023-05-08,Pix
8531,8811,998.69,2023-03-15,Cartão de Débito
8532,2774,513.62,2024-01-25,Pix
8533,3892,224.86,2022-04-04,Cartão de Débito
8534,4662,1509.25,2022-10-07,Cartão de Crédito
8535,9618,966.26,2023-11-29,Cartão de Crédito
8536,2433,1288.0,2024-08-15,Pix
8537,8914,1552.39,2023-04-20,Pix
8538,9232,147.17,2022-03-22,Boleto
8539,8374,1530.88,2023-12-11,Boleto
8540,5027,885.92,2022-04-30,Cartão de Crédito
8541,4869,180.49,2022-06-06,Cartão de Crédito
8542,8071,659.38,2022-01-27,Cartão de Crédito
8543,2494,1095.33,2022-01-25,Pix
8544,6396,758.92,2024-04-21,Cartão de Crédito
8545,5965,1282.59,2022-08-31,Cartão de Crédito
8546,2619,499.5,2023-09-08,Cartão de Crédito
8547,6291,1396.0,2024-02-20,Boleto
8548,5076,1530.74,2024-10-12,Boleto
8549,9745,382.34,2023-06-10,Boleto
8550,3612,531.54,2023-09-10,Pix
8551,817,1059.51,2023-07-04,Pix
8552,3582,570.22,2024-04-15,Cartão de Crédito
8553,5869,1479.53,2024-08-06,Cartão de Crédito
8554,368,1380.65,2023-07-03,Cartão de Débito
8555,6093,528.07,2024-09-02,Boleto
8556,9675,1895.39,2022-02-15,Pix
8557,7094,1113.76,2022-04-12,Pix
8558,4026,1268.3,2021-12-24,Cartão de Débito
8559,322,1004.87,2024-08-02,Cartão de Débito
8560,7106,1192.32,2022-06-12,Pix
8561,9329,1669.15,2022-04-25,Cartão de Débito
8562,8455,378.56,2022-05-09,Pix
8563,2221,1882.04,2022-08-07,Pix
8564,8975,288.36,2024-02-03,Pix
8565,8555,1976.22,2024-06-15,Cartão de Débito
8566,1739,1186.81,2022-05-26,Cartão de Crédito
8567,8572,1812.55,2024-06-18,Cartão de Crédito
8568,8794,1541.62,2023-07-26,Pix
8569,9681,1504.29,2023-06-07,Cartão de Crédito
8570,2734,1662.67,2022-02-08,Pix
8571,2067,1934.45,2023-07-26,Cartão de Crédito
8572,7945,1222.41,2023-04-23,Pix
8573,4092,910.86,2023-06-05,Boleto
8574,903,941.78,2023-05-16,Boleto
8575,2284,36.08,2023-01-28,Pix
8576,6987,1595.46,2024-04-01,Cartão de Débito
8577,1820,144.94,2024-11-12,Boleto
8578,4030,1583.16,2023-04-27,Boleto
8579,5414,1225.07,2022-05-12,Cartão de Débito
8580,2554,386.48,2023-07-09,Pix
8581,2419,1067.11,2024-02-13,Cartão de Débito
8582,199,1723.18,2023-06-10,Pix
8583,6711,246.6,2023-10-17,Cartão de Débito
8584,7103,443.08,2022-02-04,Pix
8585,2983,998.61,2021-12-21,Cartão de Débito
8586,9683,1110.71,2023-05-03,Cartão de Crédito
8587,1657,105.71,2021-12-02,Boleto
8588,7798,1987.39,2024-02-21,Cartão de Débito
8589,6241,1609.61,2022-03-19,Pix
8590,3660,636.76,2023-03-18,Boleto
8591,3085,1250.14,2023-06-15,Cartão de Crédito
8592,1198,1088.69,2023-02-09,Cartão de Crédito
8593,5858,1558.32,2024-04-13,Boleto
8594,6304,686.22,2023-05-07,Pix
8595,3138,1385.31,2023-04-25,Cartão de Débito
8596,8799,25.47,2024-10-14,Cartão de Débito
8597,6985,1236.38,2024-07-22,Cartão de Crédito
8598,7757,572.1,2022-03-23,Cartão de Crédito
8599,2391,1657.66,2023-03-29,Cartão de Débito
8600,9117,1063.92,2024-01-14,Pix
8601,2317,1091.55,2024-01-25,Cartão de Crédito
8602,2950,1480.2,2022-12-20,Cartão de Débito
8603,5140,425.94,2022-01-05,Cartão de Crédito
8604,4533,248.28,2023-06-14,Cartão de Crédito
8605,2902,1135.14,2022-10-07,Boleto
8606,439,1989.74,2024-03-13,Pix
8607,1611,1759.12,2024-08-09,Boleto
8608,9496,303.25,2023-07-11,Cartão de Débito
8609,6549,581.7,2024-01-12,Cartão de Crédito
8610,5312,373.81,2024-05-22,Cartão de Débito
8611,8332,390.88,2023-01-11,Cartão de Débito
8612,9145,324.65,2023-07-06,Cartão de Crédito
8613,4925,1017.61,2022-03-20,Cartão de Débito
8614,9139,1422.24,2022-05-07,Boleto
8615,1282,1272.28,2023-03-08,Cartão de Débito
8616,1970,988.77,2021-12-20,Cartão de Débito
8617,8495,1604.84,2023-11-10,Cartão de Crédito
8618,3766,1192.67,2023-01-10,Boleto
8619,7792,1358.66,2023-12-08,Pix
8620,361,131.0,2022-01-25,Pix
8621,4100,1443.82,2021-12-24,Cartão de Débito
8622,9488,1834.0,2022-08-17,Boleto
8623,1637,892.42,2023-01-21,Cartão de Crédito
8624,8166,805.67,2024-04-03,Cartão de Débito
8625,8827,1470.17,2023-01-24,Pix
8626,8044,511.79,2023-02-14,Cartão de Débito
8627,2980,1013.33,2023-09-06,Cartão de Débito
8628,4699,1883.88,2023-04-10,Pix
8629,5079,1438.4,2024-10-15,Boleto
8630,2416,348.91,2022-02-20,Cartão de Crédito
8631,1561,1530.82,2024-03-24,Cartão de Crédito
8632,7244,201.55,2022-05-09,Cartão de Crédito
8633,9404,1550.07,2024-09-15,Boleto
8634,877,1384.07,2022-04-21,Cartão de Crédito
8635,5018,507.5,2023-09-16,Cartão de Débito
8636,6516,344.04,2023-11-08,Cartão de Crédito
8637,1683,1214.0,2024-09-23,Cartão de Débito
8638,1334,715.51,2023-06-08,Pix
8639,5030,1593.44,2024-10-26,Pix
8640,528,732.7,2023-11-27,Boleto
8641,3379,171.56,2022-11-18,Cartão de Débito
8642,8444,152.08,2023-11-04,Boleto
8643,2648,887.42,2022-12-30,Boleto
8644,5454,1534.19,2023-10-16,Pix
8645,7260,1704.11,2024-02-10,Boleto
8646,2705,1188.15,2023-10-30,Cartão de Débito
8647,5687,162.47,2022-02-06,Boleto
8648,4103,1015.54,2023-08-28,Cartão de Crédito
8649,8480,1242.26,2024-05-31,Pix
8650,3329,272.91,2021-12-31,Pix
8651,209,1721.29,2023-02-11,Cartão de Crédito
8652,9541,545.03,2024-07-14,Boleto
8653,4396,1029.85,2024-11-12,Boleto
8654,4064,436.39,2023-02-07,Cartão de Débito
8655,358,1341.19,2024-07-07,Boleto
8656,9212,1431.64,2024-09-09,Cartão de Crédito
8657,5496,990.05,2024-04-22,Pix
8658,1887,1435.81,2023-04-04,Boleto
8659,3793,1830.94,2021-12-16,Boleto
8660,7194,79.31,2021-12-28,Pix
8661,6539,102.54,2024-06-25,Boleto
8662,8974,1476.59,2023-09-08,Boleto
8663,1239,20.28,2023-07-10,Cartão de Débito
8664,8700,780.27,2024-08-27,Pix
8665,5687,848.27,2023-04-09,Pix
8666,1853,1580.02,2024-02-04,Cartão de Débito
8667,1092,679.79,2023-10-07,Cartão de Crédito
8668,8764,941.81,2023-02-05,Cartão de Débito
8669,2985,1829.64,2022-07-03,Cartão de Crédito
8670,2737,1321.61,2022-11-15,Pix
8671,3358,79.64,2023-05-22,Boleto
8672,3818,91.18,2023-09-20,Boleto
8673,8747,99.73,2022-05-28,Cartão de Crédito
8674,9884,1018.64,2023-10-25,Pix
8675,1250,1182.34,2024-04-08,Cartão de Débito
8676,3625,1363.06,2022-08-24,Boleto
8677,7760,879.11,2022-05-06,Cartão de Crédito
8678,8337,1620.22,2022-09-04,Cartão de Crédito
8679,9788,1436.74,2024-05-07,Cartão de Débito
8680,628,1859.16,2022-09-21,Boleto
8681,6006,618.59,2023-12-13,Pix
8682,8864,1806.26,2022-04-20,Cartão de Crédito
8683,9961,543.31,2024-10-13,Cartão de Crédito
8684,9959,607.55,2022-09-24,Cartão de Débito
8685,8657,1308.54,2024-01-01,Cartão de Débito
8686,853,1330.76,2023-09-17,Cartão de Crédito
8687,2057,246.7,2022-01-06,Cartão de Crédito
8688,9067,322.27,2023-09-10,Boleto
8689,5291,1345.66,2021-12-30,Cartão de Crédito
8690,7016,556.79,2024-01-14,Cartão de Débito
8691,7953,344.57,2024-10-28,Cartão de Débito
8692,2651,1104.61,2024-10-04,Cartão de Crédito
8693,3306,612.89,2024-09-26,Cartão de Débito
8694,5720,316.44,2024-02-07,Pix
8695,3030,593.45,2024-07-15,Boleto
8696,9429,259.2,2023-08-22,Cartão de Débito
8697,9926,1435.76,2022-10-17,Cartão de Débito
8698,3399,1496.63,2024-02-25,Boleto
8699,3150,1619.6,2022-08-11,Pix
8700,4751,1561.99,2022-07-03,Cartão de Crédito
8701,2784,1394.78,2024-05-20,Pix
8702,465,315.99,2022-11-21,Cartão de Crédito
8703,3338,292.37,2022-04-14,Cartão de Crédito
8704,2291,1992.51,2022-09-12,Cartão de Débito
8705,3745,177.77,2022-11-05,Boleto
8706,2424,1277.01,2023-05-02,Boleto
8707,38,30.94,2023-12-21,Pix
8708,6403,95.26,2024-07-25,Cartão de Crédito
8709,4832,208.94,2024-03-13,Pix
8710,4647,1680.96,2023-11-16,Boleto
8711,5570,1252.16,2021-12-30,Boleto
8712,2505,654.01,2023-08-30,Boleto
8713,8811,1663.61,2022-05-22,Cartão de Crédito
8714,4540,1313.8,2022-05-03,Boleto
8715,3719,1550.6,2023-02-23,Cartão de Crédito
8716,6995,1075.2,2022-11-20,Pix
8717,225,185.69,2024-03-25,Cartão de Crédito
8718,5337,517.62,2023-06-03,Pix
8719,1435,909.74,2024-05-25,Cartão de Débito
8720,5849,656.45,2022-03-29,Cartão de Débito
8721,1309,763.44,2023-09-09,Pix
8722,9682,582.62,2022-01-18,Cartão de Débito
8723,449,340.57,2024-07-06,Cartão de Débito
8724,281,1253.33,2022-03-01,Cartão de Débito
8725,1819,1403.05,2024-09-19,Boleto
8726,5800,853.9,2023-08-12,Cartão de Débito
8727,6372,1116.44,2021-12-01,Cartão de Débito
8728,9015,1108.4,2022-07-14,Pix
8729,3077,1958.72,2023-09-23,Cartão de Débito
8730,5763,663.81,2024-09-19,Cartão de Crédito
8731,7860,585.71,2024-10-10,Boleto
8732,9335,447.14,2024-11-28,Cartão de Crédito
8733,3042,1147.6,2023-08-08,Cartão de Débito
8734,5151,700.54,2023-11-14,Boleto
8735,6437,1156.14,2022-07-07,Cartão de Crédito
8736,7970,859.42,2022-09-26,Cartão de Crédito
8737,1110,939.17,2022-07-28,Cartão de Crédito
8738,8284,1958.61,2022-05-12,Boleto
8739,4008,493.65,2022-06-26,Pix
8740,9129,223.09,2022-12-25,Cartão de Débito
8741,4809,1885.28,2023-05-13,Boleto
8742,30,1814.98,2023-09-17,Cartão de Débito
8743,2191,1645.52,2024-05-13,Boleto
8744,9078,1699.98,2024-04-12,Cartão de Débito
8745,7579,1869.19,2022-04-17,Boleto
8746,3197,251.53,2024-03-06,Cartão de Crédito
8747,1223,257.55,2022-07-29,Cartão de Débito
8748,5847,1792.38,2024-05-30,Cartão de Crédito
8749,2221,1031.74,2024-03-10,Cartão de Crédito
8750,7744,1432.41,2024-03-11,Cartão de Crédito
8751,3123,1068.28,2022-09-29,Cartão de Crédito
8752,3679,280.56,2024-04-17,Pix
8753,8682,524.77,2023-06-18,Boleto
8754,2875,579.96,2024-07-23,Boleto
8755,2006,1590.2,2023-02-24,Cartão de Crédito
8756,3921,1975.52,2023-05-16,Boleto
8757,5611,241.84,2024-04-29,Cartão de Crédito
8758,489,296.99,2024-03-16,Boleto
8759,4019,648.26,2023-04-05,Cartão de Débito
8760,9328,1377.19,2022-09-27,Boleto
8761,5968,1514.96,2024-08-23,Boleto
8762,2508,848.36,2024-10-25,Pix
8763,3808,739.01,2023-05-05,Cartão de Crédito
8764,2855,1607.16,2023-01-30,Pix
8765,9253,1626.17,2023-03-15,Cartão de Crédito
8766,7980,1783.07,2022-12-19,Boleto
8767,8595,1179.56,2024-01-25,Pix
8768,4941,1202.86,2024-10-20,Cartão de Débito
8769,7207,514.5,2022-06-27,Pix
8770,8525,1670.5,2023-09-18,Cartão de Débito
8771,4664,908.39,2022-01-21,Cartão de Crédito
8772,9602,1059.19,2024-10-29,Boleto
8773,9678,1162.74,2024-04-24,Pix
8774,5426,467.69,2022-08-13,Cartão de Crédito
8775,7909,590.45,2022-02-07,Pix
8776,1468,1386.96,2023-06-25,Cartão de Crédito
8777,3516,1725.26,2024-07-24,Pix
8778,2359,1931.87,2023-12-27,Boleto
8779,3283,1888.85,2022-05-30,Pix
8780,2202,1859.55,2023-08-07,Cartão de Crédito
8781,5516,289.92,2024-07-15,Pix
8782,104,148.39,2022-10-19,Boleto
8783,1844,209.25,2024-06-24,Pix
8784,2308,1999.24,2022-07-25,Pix
8785,4945,1492.57,2024-06-13,Boleto
8786,9769,1224.15,2023-11-22,Pix
8787,1797,1581.07,2022-03-08,Cartão de Crédito
8788,70,36.93,2022-09-16,Cartão de Crédito
8789,5321,783.06,2022-08-31,Cartão de Crédito
8790,4002,1160.45,2023-11-24,Cartão de Débito
8791,1710,1669.72,2022-12-04,Boleto
8792,1090,1482.92,2023-03-29,Pix
8793,8057,382.3,2023-11-18,Boleto
8794,4938,116.7,2024-05-04,Pix
8795,2501,1222.96,2022-07-03,Cartão de Débito
8796,7820,1230.62,2022-12-22,Pix
8797,9533,862.08,2024-11-20,Cartão de Débito
8798,5433,1235.5,2022-01-13,Cartão de Débito
8799,4760,423.93,2024-03-30,Pix
8800,9972,741.67,2023-07-22,Cartão de Débito
8801,1273,1176.02,2023-03-10,Cartão de Crédito
8802,226,1754.42,2023-07-26,Boleto
8803,6025,340.23,2023-04-05,Cartão de Débito
8804,2135,241.04,2023-03-27,Boleto
8805,1974,460.84,2022-10-06,Boleto
8806,6256,1471.07,2023-10-03,Boleto
8807,9624,1431.73,2022-11-07,Pix
8808,3115,492.8,2023-10-03,Pix
8809,3055,1018.07,2021-12-08,Boleto
8810,7805,733.45,2021-12-26,Pix
8811,7548,1993.33,2022-05-14,Boleto
8812,1339,416.13,2023-04-17,Cartão de Crédito
8813,6745,1725.12,2023-11-29,Cartão de Crédito
8814,8264,22.44,2023-11-26,Pix
8815,1383,1653.02,2022-11-10,Pix
8816,6250,96.69,2022-12-22,Boleto
8817,5639,820.51,2024-06-19,Boleto
8818,4733,1905.29,2024-02-14,Pix
8819,2776,949.72,2024-02-15,Cartão de Débito
8820,4893,1779.44,2022-12-18,Pix
8821,5945,650.79,2022-04-30,Cartão de Crédito
8822,6778,360.17,2022-08-08,Cartão de Crédito
8823,2110,1779.27,2021-12-30,Cartão de Crédito
8824,9503,909.69,2024-11-25,Cartão de Crédito
8825,6069,1464.07,2022-08-09,Pix
8826,3478,600.12,2023-09-30,Cartão de Crédito
8827,6149,124.97,2023-05-31,Cartão de Crédito
8828,8994,1285.83,2022-07-09,Cartão de Crédito
8829,4235,1574.75,2023-03-09,Boleto
8830,214,1502.32,2023-05-15,Boleto
8831,3305,468.96,2024-07-31,Cartão de Débito
8832,5368,1801.07,2022-06-21,Pix
8833,1831,208.29,2024-06-04,Cartão de Débito
8834,8212,793.34,2023-12-27,Cartão de Débito
8835,3462,856.75,2024-09-30,Cartão de Crédito
